ObjectNo Epoch X-coord Y-coord RA Dec p error_p Theta q error_q u error_u mag error_mag
38.0 1.0 280.6 1848.8 249.71842 57.24563 0.00416 0.00055 0.0761 0.00352 0.00049 -0.00222 0.00068 12.91464 0.05042
38.0 2.0 283.2 1836.3 249.71815 57.2456 0.00263 0.00063 0.1554 0.00252 0.00061 -0.00072 0.00083 13.64312 0.01654
38.0 3.0 273.8 1852.8 249.71762 57.24604 0.00219 0.00065 0.1469 0.00151 0.00053 -0.00159 0.00075 12.915 0.04336
38.0 4.0 290.8 1845.8 249.71811 57.24557 0.00538 0.00075 0.0883 0.00504 0.00071 0.00188 0.00098 13.6439 0.01586
38.0 5.0 277.1 1848.9 249.71764 57.24601 0.00193 0.00077 0.1459 0.00054 0.00054 -0.00186 0.00078 13.02062 0.09605
38.0 6.0 282.3 1853.6 249.71823 57.24567 0.00205 0.00073 0.244 0.00205 0.00073 -9e-05 0.001 13.64372 0.01727
38.0 7.0 285.1 1856.8 249.71822 57.24561 0.00193 0.00075 0.2645 0.00189 0.00073 0.00037 0.00103 13.64145 0.01612
38.0 8.0 271.2 1851.1 249.71827 57.24556 0.00297 0.00085 0.1459 0.00215 0.00071 -0.00205 0.00099 12.91309 0.05337
38.0 9.0 283.2 1852.6 249.71815 57.24556 0.0023 0.00081 0.2007 0.00194 0.00072 -0.00125 0.001 13.64878 0.01567
38.0 12.0 283.1 1852.1 249.71811 57.24566 0.00354 0.00081 0.1175 0.00258 0.00068 -0.00242 0.00094 13.64212 0.01713
38.0 13.0 289.5 1840.8 249.71818 57.24564 0.00338 0.00091 0.122 0.00198 0.00072 -0.00274 0.001 13.64389 0.01507
38.0 14.0 283.6 1851.8 249.71824 57.24568 0.00336 0.00105 0.1476 0.00217 0.00081 -0.00256 0.0012 13.63987 0.01424
38.0 17.0 286.5 1853.6 249.71807 57.24568 0.00255 0.00088 0.1949 0.00212 0.00076 0.00143 0.00109 13.00451 0.09916
38.0 19.0 279.0 1856.4 249.71764 57.24603 0.00433 0.00057 0.0907 0.00421 0.00056 -0.001 0.0008 12.90015 0.06688
38.0 20.0 282.8 1839.8 249.71827 57.24566 0.00349 0.0009 0.1429 0.00281 0.00077 0.00207 0.0011 13.07968 0.13815
38.0 22.0 281.3 1853.9 249.7182 57.24567 0.00469 0.00069 0.1036 0.00465 0.00068 -0.00063 0.00098 13.63146 0.02675
38.0 23.0 269.2 1851.9 249.71829 57.24562 0.00769 0.00147 0.0511 0.00208 0.0007 -0.0074 0.00152 13.65885 0.03153
38.0 24.0 284.6 1853.8 249.71805 57.24567 0.00463 0.00086 0.1059 0.00386 0.00074 0.00256 0.00107 13.55163 0.04222
38.0 27.0 288.5 1852.8 249.71825 57.24557 0.00283 0.00074 0.1823 0.00279 0.00073 -0.00049 0.00104 12.91472 0.05349
38.0 28.0 274.8 1845.1 249.71817 57.24562 0.00321 0.00089 0.1148 0.0014 0.00068 0.00288 0.00093 13.64477 0.01578
38.0 29.0 281.6 1853.4 249.71815 57.24565 0.00285 0.00102 0.2701 0.00284 0.00101 -0.00031 0.00155 13.63801 0.02599
38.0 30.0 279.6 1852.8 249.71821 57.24571 0.00324 0.00107 0.1412 0.00178 0.00078 -0.00271 0.00117 13.03117 0.12966
38.0 31.0 272.2 1852.3 249.71824 57.24565 0.00289 0.00088 0.1219 0.00114 0.00066 -0.00265 0.00092 13.62185 0.03476
38.0 32.0 282.5 1849.8 249.71754 57.24604 0.00288 0.00098 0.1958 0.00239 0.00084 -0.00161 0.00124 13.64571 0.01154
38.0 35.0 283.5 1848.8 249.71828 57.24564 0.00409 0.00116 0.1191 0.00213 0.00085 -0.0035 0.00126 13.62951 0.02864
38.0 36.0 285.5 1852.8 249.71816 57.24557 0.00415 0.00076 0.1185 0.00397 0.00074 -0.00123 0.00101 13.64215 0.0164
38.0 37.0 278.0 1851.9 249.71811 57.24573 0.00535 0.00112 0.0859 0.00255 0.00082 0.0047 0.0012 13.64155 0.03898
38.0 38.0 278.3 1849.4 249.71758 57.24602 0.00342 0.00101 0.2329 0.00338 0.001 0.00048 0.0016 13.07455 0.16058
38.0 39.0 279.6 1844.8 249.71756 57.24603 0.00283 0.00109 0.2326 0.0024 0.00092 -0.0015 0.00144 13.6282 0.03272
38.0 41.0 283.1 1851.3 249.71763 57.24602 0.01032 0.00211 0.0833 -0.00545 0.00142 -0.00876 0.00232 12.91562 0.06931
